Material Composition,A site #1,A site #2,A site #3,B site #1,B site #2,B site #3,X site,Number of elements,Empty,Empty,Empty,Empty,Empty,energy_above_hull (meV/atom),formation_energy (eV/atom)
La6Dy2Sc8O24,La,Dy,,Sc,,,O,4,,,,,,0,-3.204215734
La6Dy2Ti8O24,La,Dy,,Ti,,,O,4,,,,,,52.62963569,-2.841028442
La6Dy2V8O24,La,Dy,,V,,,O,4,,,,,,44.856381,-2.460089064
La6Gd2Co8O24,La,Gd,,Co,,,O,4,,,,,,0,-2.207747551
La6Gd2Cr8O24,La,Gd,,Cr,,,O,4,,,,,,0,-2.781641862
La6Gd2Fe8O24,La,Gd,,Fe,,,O,4,,,,,,0,-2.528814834
La6Gd2Ga8O24,La,Gd,,Ga,,,O,4,,,,,,85.96097361,-2.276456519
La6Gd2Mn8O24,La,Gd,,Mn,,,O,4,,,,,,0,-2.560419884
La6Gd2Ni8O24,La,Gd,,Ni,,,O,4,,,,,,0,-2.162580426
La6Gd2Sc8O24,La,Gd,,Sc,,,O,4,,,,,,30.22875,-3.147375256
La6Gd2Ti8O24,La,Gd,,Ti,,,O,4,,,,,,34.51982144,-2.845606213
La6Gd2V8O24,La,Gd,,V,,,O,4,,,,,,0,-2.872378336
La6Hf2Mn6Zn2O24,La,Zn,,Mn,Hf,,O,5,,,,,,129.6765574,-2.149663298
La6Hf2Zn2Co6O24,La,Zn,,Co,Hf,,O,5,,,,,,146.5949355,-1.873012986
La6Hf2Zn2Fe6O24,La,Zn,,Fe,Hf,,O,5,,,,,,156.51523,-2.064646448
La6Hf2Zn2Ni6O24,La,Zn,,Ni,Hf,,O,5,,,,,,214.2529157,-1.647842142
La6Ho2Cr8O24,La,Ho,,Cr,,,O,4,,,,,,0,-2.430117911
La6Ho2Fe8O24,La,Ho,,Fe,,,O,4,,,,,,0,-2.173331633
La6Ho2Ga8O24,La,Ho,,Ga,,,O,4,,,,,,26.82825386,-2.352220068
La6Ho2Mn8O24,La,Ho,,Mn,,,O,4,,,,,,56.75173357,-2.196571934
La6Ho2Ni8O24,La,Ho,,Ni,,,O,4,,,,,,161.6158558,-1.523150225
La6Ho2Sc8O24,La,Ho,,Sc,,,O,4,,,,,,0,-3.203907555
La6Ho2Ti8O24,La,Ho,,Ti,,,O,4,,,,,,55.37827769,-2.839385013
La6Ho2V8O24,La,Ho,,V,,,O,4,,,,,,47.61927988,-2.458427385
La6Mn6Nb2Zn2O24,La,Zn,,Mn,Nb,,O,5,,,,,,106.5666851,-2.071447185
La6Mn8Zn2O24,La,Zn,,Mn,,,O,4,,,,,,94.57362569,-1.867919021
La6Nb2Zn2Co6O24,La,Zn,,Co,Nb,,O,5,,,,,,143.14427,-1.803925372
La6Nb2Zn2Fe6O24,La,Zn,,Fe,Nb,,O,5,,,,,,110.462825,-1.991988334
La6Nb2Zn2Ni6O24,La,Zn,,Ni,Nb,,O,5,,,,,,185.1823346,-1.611722028
La6Nd2Co8O24,La,Nd,,Co,,,O,4,,,,,,33.91917722,-1.81950427
La6Nd2Cr8O24,La,Nd,,Cr,,,O,4,,,,,,0,-2.418153331
La6Nd2Fe8O24,La,Nd,,Fe,,,O,4,,,,,,0,-2.165611803
La6Nd2Ga8O24,La,Nd,,Ga,,,O,4,,,,,,12.63281495,-2.341674988
La6Nd2Mn8O24,La,Nd,,Mn,,,O,4,,,,,,40.25443982,-2.186169603
La6Nd2Ni8O24,La,Nd,,Ni,,,O,4,,,,,,131.30468,-1.521898395
La6Nd2Sc8O24,La,Nd,,Sc,,,O,4,,,,,,0,-3.193954225
La6Nd2V8O24,La,Nd,,V,,,O,4,,,,,,35.46209575,-2.449305055
La6Sm2Co8O24,La,Sm,,Co,,,O,4,,,,,,43.19281587,-1.820236879
La6Sm2Cr8O24,La,Sm,,Cr,,,O,4,,,,,,0,-2.42340544
La6Sm2Fe8O24,La,Sm,,Fe,,,O,4,,,,,,0,-2.170608912
La6Sm2Ga8O24,La,Sm,,Ga,,,O,4,,,,,,17.33731032,-2.346440347
La6Sm2Mn8O24,La,Sm,,Mn,,,O,4,,,,,,43.48823119,-2.189827463
La6Sm2Ni8O24,La,Sm,,Ni,,,O,4,,,,,,140.1983187,-1.523011004
La6Sm2Sc8O24,La,Sm,,Sc,,,O,4,,,,,,0,-3.198367834
La6Sm2Ti8O24,La,Sm,,Ti,,,O,4,,,,,,42.32480613,-2.838161542
La6Sm2V8O24,La,Sm,,V,,,O,4,,,,,,26.16951838,-2.453206414
La6Ta2Mn6Zn2O24,La,Zn,,Mn,Ta,,O,5,,,,,,96.27921014,-2.135036781
La6Ta2Zn2Co6O24,La,Zn,,Co,Ta,,O,5,,,,,,140.8764603,-1.864267969
La6Ta2Zn2Fe6O24,La,Zn,,Fe,Ta,,O,5,,,,,,110.503751,-2.048010931
La6Ta2Zn2Ni6O24,La,Zn,,Ni,Ta,,O,5,,,,,,186.8357749,-1.668143375
La6Ti2Mn6Zn2O24,La,Zn,,Mn,Ti,,O,5,,,,,,95.94694389,-2.116554103
La6Ti2Zn2Co6O24,La,Zn,,Co,Ti,,O,5,,,,,,140.7914883,-1.82437329
La6Ti2Zn2Fe6O24,La,Zn,,Fe,Ti,,O,5,,,,,,99.67179563,-2.060074253
La6Ti2Zn2Ni6O24,La,Zn,,Ni,Ti,,O,5,,,,,,202.2909684,-1.605360947
La6Zn2Co8O24,La,Zn,,Co,,,O,4,,,,,,121.2020585,-1.477420437
La6Zn2Fe8O24,La,Zn,,Fe,,,O,4,,,,,,120.5654641,-1.75143597
La6Zn2Ni8O24,La,Zn,,Ni,,,O,4,,,,,,241.9912159,-1.148930562
La6Zr2Mn6Zn2O24,La,Zn,,Mn,Zr,,O,5,,,,,,95.34311114,-2.147317797
La6Zr2Zn2Co6O24,La,Zn,,Co,Zr,,O,5,,,,,,114.1942393,-1.868734734
La6Zr2Zn2Fe6O24,La,Zn,,Fe,Zr,,O,5,,,,,,120.1562838,-2.064326446
La6Zr2Zn2Ni6O24,La,Zn,,Ni,Zr,,O,5,,,,,,200.0474694,-1.62536864
La7Mn8Zn1O24,La,Zn,,Mn,,,O,4,,,,,,64.76678569,-2.035505402
La7Zn1Co8O24,La,Zn,,Co,,,O,4,,,,,,73.74750372,-1.658272819
La7Zn1Fe8O24,La,Zn,,Fe,,,O,4,,,,,,79.88432553,-1.932741352
La7Zn1Ni8O24,La,Zn,,Ni,,,O,4,,,,,,188.1395838,-1.339920194
La8Co1Ni7O24,La,,,Co,Ni,,O,4,,,,,,108.9798576,-1.581245466
La8Co2Ni6O24,La,,,Co,Ni,,O,4,,,,,,86.40676351,-1.628846106
La8Co4Ni4O24,La,,,Co,Ni,,O,4,,,,,,55.71532531,-1.709592638
La8Co6Ni2O24,La,,,Co,Ni,,O,4,,,,,,47.01813711,-1.768344919
La8Co7Ni1O24,La,,,Co,Ni,,O,4,,,,,,48.91154301,-1.79147906
La8Co8O24,La,,,Co,,,O,3,,,,,,25.83894891,-1.8395792
La8Cr1Co7O24,La,,,Cr,Co,,O,4,,,,,,34.47065573,-1.898585083
La8Cr1Fe7O24,La,,,Cr,Fe,,O,4,,,,,,0,-2.21407383
La8Cr1Ga7O24,La,,,Cr,Ga,,O,4,,,,,,1.747132,-2.364538524
La8Cr1Ni7O24,La,,,Cr,Ni,,O,4,,,,,,114.2473144,-1.643615598
La8Cr2Co6O24,La,,,Cr,Co,,O,4,,,,,,60.12311255,-1.940570215
La8Cr2Fe6O24,La,,,Cr,Fe,,O,4,,,,,,19.90147863,-2.196665678
La8Cr2Ga6O24,La,,,Cr,Ga,,O,4,,,,,,0,-2.374713879
La8Cr2Ni6O24,La,,,Cr,Ni,,O,4,,,,,,95.76367716,-1.754764372
La8Cr4Co4O24,La,,,Cr,Co,,O,4,,,,,,0,-2.140550731
La8Cr4Fe4O24,La,,,Cr,Fe,,O,4,,,,,,0,-2.319500622
La8Cr4Ni4O24,La,,,Cr,Ni,,O,4,,,,,,0,-2.050549668
La8Cr6Co2O24,La,,,Cr,Co,,O,4,,,,,,0,-2.284171496
La8Cr6Fe2O24,La,,,Cr,Fe,,O,4,,,,,,0,-2.375530067
La8Cr6Ni2O24,La,,,Cr,Ni,,O,4,,,,,,0,-2.222467465
La8Cr7Co1O24,La,,,Cr,Co,,O,4,,,,,,0,-2.359609879
La8Cr7Fe1O24,La,,,Cr,Fe,,O,4,,,,,,0,-2.403666414
La8Cr7Ni1O24,La,,,Cr,Ni,,O,4,,,,,,0,-2.335207988
La8Cr8O24,La,,,Cr,,,O,3,,,,,,0,-2.431085511
La8Fe1Co7O24,La,,,Fe,Co,,O,4,,,,,,40.91463492,-1.860482486
La8Fe1Ni7O24,La,,,Fe,Ni,,O,4,,,,,,115.2002936,-1.611004001
La8Fe2Co6O24,La,,,Fe,Co,,O,4,,,,,,39.33157093,-1.898044521
La8Fe2Ni6O24,La,,,Fe,Ni,,O,4,,,,,,102.5143855,-1.684696427
La8Fe4Co4O24,La,,,Fe,Co,,O,4,,,,,,1.920942953,-2.007413092
La8Fe4Ni4O24,La,,,Fe,Ni,,O,4,,,,,,0,-1.911433779
La8Fe6Co2O24,La,,,Fe,Co,,O,4,,,,,,0,-2.106539412
La8Fe6Ni2O24,La,,,Fe,Ni,,O,4,,,,,,0,-2.048282631
La8Fe7Co1O24,La,,,Fe,Co,,O,4,,,,,,0,-2.142089948
La8Fe7Ni1O24,La,,,Fe,Ni,,O,4,,,,,,0,-2.117691807
La8Fe8O24,La,,,Fe,,,O,3,,,,,,0,-2.178901233
La8Ga4Co4O24,La,,,Ga,Co,,O,4,,,,,,26.31847508,-2.108013809
La8Ga4Fe4O24,La,,,Ga,Fe,,O,4,,,,,,0,-2.276335951
La8Ga4Ni4O24,La,,,Ga,Ni,,O,4,,,,,,67.08510148,-1.967136997
La8Ga6Co2O24,La,,,Ga,Co,,O,4,,,,,,16.57505557,-2.230860114
La8Ga6Fe2O24,La,,,Ga,Fe,,O,4,,,,,,0,-2.315935434
La8Ga6Ni2O24,La,,,Ga,Ni,,O,4,,,,,,40.61873268,-2.160009082
La8Ga7Co1O24,La,,,Ga,Co,,O,4,,,,,,11.84797082,-2.292138641
La8Ga7Fe1O24,La,,,Ga,Fe,,O,4,,,,,,0,-2.335473176
La8Ga7Ni1O24,La,,,Ga,Ni,,O,4,,,,,,25.17480383,-2.257032
La8Ga8O24,La,,,Ga,,,O,3,,,,,,6.371386071,-2.354166668
La8Mg1Co7O24,La,,,Mg,Co,,O,4,,,,,,0,-2.268157338
La8Mg1Cr7O24,La,,,Mg,Cr,,O,4,,,,,,0,-2.828368017
La8Mg1Fe7O24,La,,,Mg,Fe,,O,4,,,,,,0,-2.625085836
La8Mg1Ga7O24,La,,,Mg,Ga,,O,4,,,,,,34.94084008,-2.354874529
La8Mg1Mn7O24,La,,,Mg,Mn,,O,4,,,,,,0,-2.596978161
La8Mg1Ni7O24,La,,,Mg,Ni,,O,4,,,,,,0,-2.222312104
La8Mg1Sc7O24,La,,,Mg,Sc,,O,4,,,,,,5.056256339,-3.09574308
La8Mg1Ti7O24,La,,,Mg,Ti,,O,4,,,,,,25.722252,-2.871165949
La8Mg1V7O24,La,,,Mg,V,,O,4,,,,,,0,-2.8764654
La8Mg2Co6O24,La,,,Mg,Co,,O,4,,,,,,0,-2.310446477
La8Mg2Cr6O24,La,,,Mg,Cr,,O,4,,,,,,0,-2.811684272
La8Mg2Fe6O24,La,,,Mg,Fe,,O,4,,,,,,0,-2.626363189
La8Mg2Ga6O24,La,,,Mg,Ga,,O,4,,,,,,60.36059818,-2.35469414
La8Mg2Mn6O24,La,,,Mg,Mn,,O,4,,,,,,0,-2.625653539
La8Mg2Ni6O24,La,,,Mg,Ni,,O,4,,,,,,0,-2.265586133
La8Mg2Sc6O24,La,,,Mg,Sc,,O,4,,,,,,34.36901768,-2.983422505
La8Mg2Ti6O24,La,,,Mg,Ti,,O,4,,,,,,24.13350925,-2.882435786
La8Mg2V6O24,La,,,Mg,V,,O,4,,,,,,0,-2.862613065
La8Mg4Co4O24,La,,,Mg,Co,,O,4,,,,,,0,-2.385439753
La8Mg4Cr4O24,La,,,Mg,Cr,,O,4,,,,,,0,-2.768165784
La8Mg4Fe4O24,La,,,Mg,Fe,,O,4,,,,,,0,-2.632480145
La8Mg4Ga4O24,La,,,Mg,Ga,,O,4,,,,,,108.2246685,-2.353270862
La8Mg4Mn4O24,La,,,Mg,Mn,,O,4,,,,,,0,-2.657694045
La8Mg4Ni4O24,La,,,Mg,Ni,,O,4,,,,,,0,-2.349057441
La8Mg4Sc4O24,La,,,Mg,Sc,,O,4,,,,,,89.91354036,-2.761862356
La8Mg4Ti4O24,La,,,Mg,Ti,,O,4,,,,,,22.18427375,-2.903747209
La8Mg4V4O24,La,,,Mg,V,,O,4,,,,,,0,-2.836059896
La8Mn1Co7O24,La,,,Mn,Co,,O,4,,,,,,27.99263983,-1.891598461
La8Mn1Cr7O24,La,,,Mn,Cr,,O,4,,,,,,0,-2.403381139
La8Mn1Fe7O24,La,,,Mn,Fe,,O,4,,,,,,0,-2.185010208
La8Mn1Ga7O24,La,,,Mn,Ga,,O,4,,,,,,33.43611227,-2.311791151
La8Mn1Ni7O24,La,,,Mn,Ni,,O,4,,,,,,100.4570447,-1.636347476
La8Mn1V7O24,La,,,Mn,V,,O,4,,,,,,86.88965402,-2.384837022
La8Mn2Co6O24,La,,,Mn,Co,,O,4,,,,,,29.94908075,-1.943814971
La8Mn2Cr6O24,La,,,Mn,Cr,,O,4,,,,,,0,-2.377242517
La8Mn2Fe6O24,La,,,Mn,Fe,,O,4,,,,,,27.03043917,-2.147419933
La8Mn2Ga6O24,La,,,Mn,Ga,,O,4,,,,,,7.745588477,-2.322170885
La8Mn2Ni6O24,La,,,Mn,Ni,,O,4,,,,,,69.26938771,-1.739141877
La8Mn2V6O24,La,,,Mn,V,,O,4,,,,,,36.17951005,-2.40792781
La8Mn4Co4O24,La,,,Mn,Co,,O,4,,,,,,26.7022126,-2.055407742
La8Mn4Cr4O24,La,,,Mn,Cr,,O,4,,,,,,0,-2.331426772
La8Mn4Fe4O24,La,,,Mn,Fe,,O,4,,,,,,0,-2.213869383
La8Mn4Ga4O24,La,,,Mn,Ga,,O,4,,,,,,0,-2.393529851
La8Mn4Ni4O24,La,,,Mn,Ni,,O,4,,,,,,0.442073704,-1.951182679
La8Mn4V4O24,La,,,Mn,V,,O,4,,,,,,73.3952221,-2.315473384
La8Mn6Co2O24,La,,,Mn,Co,,O,4,,,,,,48.99432914,-2.111086513
La8Mn6Cr2O24,La,,,Mn,Cr,,O,4,,,,,,49.84773514,-2.230320778
La8Mn6Fe2O24,La,,,Mn,Fe,,O,4,,,,,,43.99569352,-2.172855583
La8Mn6Ni2O24,La,,,Mn,Ni,,O,4,,,,,,19.2047597,-2.075633481
La8Mn7Co1O24,La,,,Mn,Co,,O,4,,,,,,36.50751242,-2.162558773
La8Mn7Cr1O24,La,,,Mn,Cr,,O,4,,,,,,43.12521542,-2.215984906
La8Mn7Fe1O24,La,,,Mn,Fe,,O,4,,,,,,40.26469461,-2.187186808
La8Mn7Ni1O24,La,,,Mn,Ni,,O,4,,,,,,31.3433527,-2.135101632
La8Mn8O24,La,,,Mn,,,O,3,,,,,,39.22644569,-2.198825283
La8Ni8O24,La,,,Ni,,,O,3,,,,,,128.9359517,-1.536261825
La8Sc4Co4O24,La,,,Sc,Co,,O,4,,,,,,0,-2.525178553
La8Sc4Cr4O24,La,,,Sc,Cr,,O,4,,,,,,0,-2.822542583
La8Sc4Fe4O24,La,,,Sc,Fe,,O,4,,,,,,0,-2.699060194
La8Sc4Mn4O24,La,,,Sc,Mn,,O,4,,,,,,0,-2.718608344
La8Sc4Ni4O24,La,,,Sc,Ni,,O,4,,,,,,44.41847336,-2.38008399
La8Sc6Co2O24,La,,,Sc,Co,,O,4,,,,,,0,-2.863780729
La8Sc6Cr2O24,La,,,Sc,Cr,,O,4,,,,,,0,-3.012704494
La8Sc6Fe2O24,La,,,Sc,Fe,,O,4,,,,,,0,-2.9525163
La8Sc6Mn2O24,La,,,Sc,Mn,,O,4,,,,,,0,-2.958589
La8Sc6Ni2O24,La,,,Sc,Ni,,O,4,,,,,,16.20435918,-2.787950448
La8Sc7Co1O24,La,,,Sc,Co,,O,4,,,,,,0,-3.035703692
La8Sc7Cr1O24,La,,,Sc,Cr,,O,4,,,,,,0,-3.109946075
La8Sc7Fe1O24,La,,,Sc,Fe,,O,4,,,,,,0,-3.080372977
La8Sc7Mn1O24,La,,,Sc,Mn,,O,4,,,,,,9.523520087,-3.056064202
La8Sc7Ni1O24,La,,,Sc,Ni,,O,4,,,,,,0,-2.998826551
La8Sc8O24,La,,,Sc,,,O,3,,,,,,0,-3.208486405
La8Ti4Co4O24,La,,,Ti,Co,,O,4,,,,,,23.94141725,-2.553876156
La8Ti4Cr4O24,La,,,Ti,Cr,,O,4,,,,,,62.94422008,-2.641767437
La8Ti4Fe4O24,La,,,Ti,Fe,,O,4,,,,,,28.81237225,-2.616754548
La8Ti4Mn4O24,La,,,Ti,Mn,,O,4,,,,,,37.34883385,-2.674541698
La8Ti4Ni4O24,La,,,Ti,Ni,,O,4,,,,,,39.83120675,-2.458826844
La8Ti6Co2O24,La,,,Ti,Co,,O,4,,,,,,141.4705436,-2.712337509
La8Ti6Cr2O24,La,,,Ti,Cr,,O,4,,,,,,117.1257784,-2.736682275
La8Ti6Fe2O24,La,,,Ti,Fe,,O,4,,,,,,118.5429729,-2.73526508
La8Ti6Mn2O24,La,,,Ti,Mn,,O,4,,,,,,95.52052281,-2.75828753
La8Ti6Ni2O24,La,,,Ti,Ni,,O,4,,,,,,208.9890749,-2.644818978
La8Ti7Co1O24,La,,,Ti,Co,,O,4,,,,,,88.38029969,-2.786781561
La8Ti7Cr1O24,La,,,Ti,Cr,,O,4,,,,,,74.7468692,-2.796753194
La8Ti7Fe1O24,La,,,Ti,Fe,,O,4,,,,,,79.23257647,-2.796415846
La8Ti7Mn1O24,La,,,Ti,Mn,,O,4,,,,,,65.35570687,-2.808460571
La8Ti7Ni1O24,La,,,Ti,Ni,,O,4,,,,,,122.0387394,-2.76036667
La8Ti8O24,La,,,Ti,,,O,3,,,,,,30.17024475,-2.857036863
La8V4Co4O24,La,,,V,Co,,O,4,,,,,,31.378064,-2.233302843
La8V4Cr4O24,La,,,V,Cr,,O,4,,,,,,49.15732575,-2.403775123
La8V4Fe4O24,La,,,V,Fe,,O,4,,,,,,28.2257425,-2.298072234
La8V4Ni4O24,La,,,V,Ni,,O,4,,,,,,104.542615,-2.12055853
La8V6Co2O24,La,,,V,Co,,O,4,,,,,,61.21370263,-2.329756289
La8V6Cr2O24,La,,,V,Cr,,O,4,,,,,,48.57118688,-2.427568054
La8V6Fe2O24,La,,,V,Fe,,O,4,,,,,,35.15839525,-2.37766361
La8V6Ni2O24,La,,,V,Ni,,O,4,,,,,,117.7144839,-2.273255508
La8V7Co1O24,La,,,V,Co,,O,4,,,,,,57.49950031,-2.387658512
La8V7Cr1O24,La,,,V,Cr,,O,4,,,,,,36.68524244,-2.451057395
La8V7Fe1O24,La,,,V,Fe,,O,4,,,,,,35.12322163,-2.420960797
La8V7Ni1O24,La,,,V,Ni,,O,4,,,,,,73.00164094,-2.372156371
La8V8O24,La,,,V,,,O,3,,,,,,36.257048,-2.463088985
Mg8Fe8O24,Mg,,,Fe,,,O,3,,,,,,636.3393247,-0.898799179
Nd2Y6Co8O24,Nd,Y,,Co,,,O,4,,,,,,54.15149222,-1.833547606
Nd2Y6Cr8O24,Nd,Y,,Cr,,,O,4,,,,,,26.35395975,-2.372191667
Nd2Y6Fe8O24,Nd,Y,,Fe,,,O,4,,,,,,31.76337063,-2.108750139
Nd2Y6Ga8O24,Nd,Y,,Ga,,,O,4,,,,,,76.84371871,-2.294690324
Nd2Y6Mn8O24,Nd,Y,,Mn,,,O,4,,,,,,43.82195669,-2.201371689
Nd2Y6Ni8O24,Nd,Y,,Ni,,,O,4,,,,,,82.62024503,-1.604858481
Nd2Y6Sc8O24,Nd,Y,,Sc,,,O,4,,,,,,31.50426003,-3.149843311
Nd2Y6Ti8O24,Nd,Y,,Ti,,,O,4,,,,,,45.06238163,-2.829013518
Nd2Y6V8O24,Nd,Y,,V,,,O,4,,,,,,0,-2.503506641
Nd4Y4Co8O24,Nd,Y,,Co,,,O,4,,,,,,45.40436553,-1.818874813
Nd4Y4Cr8O24,Nd,Y,,Cr,,,O,4,,,,,,33.885364,-2.350932624
Nd4Y4Fe8O24,Nd,Y,,Fe,,,O,4,,,,,,38.65176325,-2.089291846
Nd4Y4Ga8O24,Nd,Y,,Ga,,,O,4,,,,,,79.07980342,-2.274774531
Nd4Y4Mn8O24,Nd,Y,,Mn,,,O,4,,,,,,45.03777853,-2.182271646
Nd4Y4Ni8O24,Nd,Y,,Ni,,,O,4,,,,,,73.30236834,-1.590756438
Nd4Y4Sc8O24,Nd,Y,,Sc,,,O,4,,,,,,30.74580969,-3.132932518
Nd4Y4Ti8O24,Nd,Y,,Ti,,,O,4,,,,,,46.69821725,-2.812441726
Nd4Y4V8O24,Nd,Y,,V,,,O,4,,,,,,0,-2.489659098
Nd8Fe8O24,Nd,,,Fe,,,O,3,,,,,,209.8692985,-1.892934511
Pr4Ba4Co4Ni4O24,Pr,Ba,,Co,Ni,,O,5,,,,,,169.625113,-1.275689108
Pr4Ba4Co6Ni2O24,Pr,Ba,,Co,Ni,,O,5,,,,,,163.7991748,-1.331570139
Pr4Ba4Co7Ni1O24,Pr,Ba,,Co,Ni,,O,5,,,,,,139.0135807,-1.38138328
Pr4Ba4Fe1Co7O24,Pr,Ba,,Fe,Co,,O,5,,,,,,131.7614622,-1.450185206
Pr4Ba4Fe1Ni7O24,Pr,Ba,,Fe,Ni,,O,5,,,,,,221.0559036,-1.140567972
Pr4Ba4Fe2Co6O24,Pr,Ba,,Fe,Co,,O,5,,,,,,130.3471878,-1.488121741
Pr4Ba4Fe2Ni6O24,Pr,Ba,,Fe,Ni,,O,5,,,,,,204.0465713,-1.223801398
Pr4Ba4Mn1Co7O24,Pr,Ba,,Mn,Co,,O,5,,,,,,124.477908,-1.470896931
Pr4Ba4Mn1Ni7O24,Pr,Ba,,Mn,Ni,,O,5,,,,,,227.8786717,-1.157153447
Pr4Ba4Mn2Co6O24,Pr,Ba,,Mn,Co,,O,5,,,,,,122.7725794,-1.522552692
Pr4Ba4Mn2Fe6O24,Pr,Ba,,Mn,Fe,,O,5,,,,,,857.2316653,-0.989713404
Pr4Ba4Mn2Ni6O24,Pr,Ba,,Mn,Ni,,O,5,,,,,,232.6998188,-1.244319848
Pr4Ba4Mn4Co4O24,Pr,Ba,,Mn,Co,,O,5,,,,,,100.2079541,-1.643816212
Pr4Ba4Mn4Ni4O24,Pr,Ba,,Mn,Ni,,O,5,,,,,,169.5733305,-1.47434065
Pr4Ba4Mn6Co2O24,Pr,Ba,,Mn,Co,,O,5,,,,,,122.6776568,-1.716423983
Pr4Ba4Mn6Fe2O24,Pr,Ba,,Mn,Fe,,O,5,,,,,,101.768108,-1.810378054
Pr4Ba4Mn6Ni2O24,Pr,Ba,,Mn,Ni,,O,5,,,,,,135.390845,-1.653655702
Pr4Ba4Mn7Co1O24,Pr,Ba,,Mn,Co,,O,5,,,,,,100.8648832,-1.785775494
Pr4Ba4Mn7Fe1O24,Pr,Ba,,Mn,Fe,,O,5,,,,,,106.2203588,-1.816942279
Pr4Ba4Mn7Ni1O24,Pr,Ba,,Mn,Ni,,O,5,,,,,,121.4289773,-1.740183853
Pr4Ba4Ni4Co4O24,Pr,Ba,,Ni,Co,,O,5,,,,,,191.512363,-1.253801858
Pr4Ba4Ni6Co2O24,Pr,Ba,,Ni,Co,,O,5,,,,,,262.8963012,-1.132362827
Pr4Ba4Ni7Co1O24,Pr,Ba,,Ni,Co,,O,5,,,,,,250.5792685,-1.094750186
Pr4Ca4Co4Ni4O24,Pr,Ca,,Co,Ni,,O,5,,,,,,184.5165389,-1.301871387
Pr4Ca4Co6Ni2O24,Pr,Ca,,Co,Ni,,O,5,,,,,,161.2933507,-1.375149668
Pr4Ca4Co7Ni1O24,Pr,Ca,,Co,Ni,,O,5,,,,,,135.1647566,-1.426305809
Pr4Ca4Fe1Co7O24,Pr,Ca,,Fe,Co,,O,5,,,,,,59.85113809,-1.563169235
Pr4Ca4Fe1Ni7O24,Pr,Ca,,Fe,Ni,,O,5,,,,,,258.6400468,-1.189187501
Pr4Ca4Fe2Co6O24,Pr,Ca,,Fe,Co,,O,5,,,,,,129.3191137,-1.53022352
Pr4Ca4Fe2Ni6O24,Pr,Ca,,Fe,Ni,,O,5,,,,,,238.9881783,-1.270389177
Pr4Ca4Mn1Co7O24,Pr,Ca,,Mn,Co,,O,5,,,,,,70.82208722,-1.56339271
Pr4Ca4Mn1Ni7O24,Pr,Ca,,Mn,Ni,,O,5,,,,,,252.6114959,-1.206410476
Pr4Ca4Mn2Co6O24,Pr,Ca,,Mn,Co,,O,5,,,,,,96.99151193,-1.584939971
Pr4Ca4Mn2Ni6O24,Pr,Ca,,Mn,Ni,,O,5,,,,,,223.3078265,-1.308458377
Pr4Ca4Mn4Co4O24,Pr,Ca,,Mn,Co,,O,5,,,,,,88.47736135,-1.688887491
Pr4Ca4Mn4Ni4O24,Pr,Ca,,Mn,Ni,,O,5,,,,,,160.2339878,-1.517020679
Pr4Ca4Mn6Co2O24,Pr,Ca,,Mn,Co,,O,5,,,,,,98.39446077,-1.774403762
Pr4Ca4Mn6Fe2O24,Pr,Ca,,Mn,Fe,,O,5,,,,,,95.45473206,-1.849562083
Pr4Ca4Mn6Ni2O24,Pr,Ca,,Mn,Ni,,O,5,,,,,,121.127399,-1.701615731
Pr4Ca4Mn7Co1O24,Pr,Ca,,Mn,Co,,O,5,,,,,,103.4561355,-1.817058773
Pr4Ca4Mn7Fe1O24,Pr,Ca,,Mn,Fe,,O,5,,,,,,100.7636461,-1.855860558
Pr4Ca4Mn7Ni1O24,Pr,Ca,,Mn,Ni,,O,5,,,,,,108.4259796,-1.787061382
Pr4Ca4Ni4Co4O24,Pr,Ca,,Ni,Co,,O,5,,,,,,186.7177889,-1.299670137
Pr4Ca4Ni6Co2O24,Pr,Ca,,Ni,Co,,O,5,,,,,,245.4889771,-1.190843856
Pr4Ca4Ni7Co1O24,Pr,Ca,,Ni,Co,,O,5,,,,,,259.2165712,-1.152088715
Pr4Dy4Co8O24,Pr,Dy,,Co,,,O,4,,,,,,50.83922866,-1.812742643
Pr4Dy4Cr8O24,Pr,Dy,,Cr,,,O,4,,,,,,9.106651,-2.342747454
Pr4Dy4Fe8O24,Pr,Dy,,Fe,,,O,4,,,,,,51.31971375,-2.081837926
Pr4Dy4Ga8O24,Pr,Dy,,Ga,,,O,4,,,,,,90.00434745,-2.264112111
Pr4Dy4Mn8O24,Pr,Dy,,Mn,,,O,4,,,,,,56.73302619,-2.175137976
Pr4Dy4Ni8O24,Pr,Dy,,Ni,,,O,4,,,,,,150.5629815,-1.512798518
Pr4Dy4Sc8O24,Pr,Dy,,Sc,,,O,4,,,,,,43.12872844,-3.123075848
Pr4Dy4Ti8O24,Pr,Dy,,Ti,,,O,4,,,,,,95.22684338,-2.754343805
Pr4Dy4V8O24,Pr,Dy,,V,,,O,4,,,,,,6.890127563,-2.432188678
Pr4Gd4Co8O24,Pr,Gd,,Co,,,O,4,,,,,,0,-2.018360436
Pr4Gd4Cr8O24,Pr,Gd,,Cr,,,O,4,,,,,,0,-2.744937497
Pr4Gd4Fe8O24,Pr,Gd,,Fe,,,O,4,,,,,,0,-2.497581719
Pr4Gd4Ga8O24,Pr,Gd,,Ga,,,O,4,,,,,,78.35022953,-2.244852154
